I,Q,I_dpd,Q_dpd
0.227645232,0.016804375,0.19403064,0.0075733066
0.196394361,-0.10242586,0.17251906,-0.088080324
0.141651412,-0.143772928,0.12111445,-0.11984335
0.064009817,-0.083700887,0.047972206,-0.07438786
-0.024974686,0.04925687,-0.044001587,0.03581895
-0.10882874,0.185406972,-0.102915876,0.12962037
-0.175552561,0.246242155,-0.14764887,0.17681466
-0.224240838,0.183359426,-0.17003715,0.13351195
-0.264109192,0.005131393,-0.18458956,0.0011120737
-0.305704917,-0.222463868,-0.20717108,-0.1727733
-0.349393274,-0.40240594,-0.24884069,-0.3156733
-0.378915841,-0.44906015,-0.2930266,-0.35214245
-0.365855046,-0.327176694,-0.30336106,-0.25262958
-0.284798198,-0.069494919,-0.25831026,-0.046623833
-0.132044529,0.235228234,-0.14939097,0.19677402
0.063032054,0.47840724,0.015034143,0.40545917
0.242632924,0.575808103,0.18005225,0.4862904
0.342138051,0.50031359,0.281701,0.41230226
0.32008298,0.289618226,0.27863312,0.22926785
0.181827285,0.026882791,0.1809057,0.008319035
-0.016563575,-0.195642978,0.036223095,-0.16875616
-0.188962618,-0.313242734,-0.120814,-0.27621958
-0.256750328,-0.310006488,-0.19829446,-0.25797394
-0.18607389,-0.217229794,-0.15708062,-0.1642587
-0.006076437,-0.092174767,-0.02918996,-0.047830813
0.202439182,0.011224984,0.14161196,0.034228995
0.344125959,0.065772107,0.25467536,0.06956069
0.35481602,0.078717405,0.26924303,0.068856746
0.233307829,0.082091425,0.1783995,0.054801583
0.042625009,0.112010221,0.029710952,0.056837156
-0.121016459,0.187658005,-0.0978222,0.11696115
-0.176830322,0.299767176,-0.14903504,0.21578564
-0.101343677,0.413285555,-0.094051756,0.32548273
0.058254532,0.482283075,0.039345585,0.39910406
0.20719149,0.470044293,0.16961679,0.39240158
0.251967993,0.36567107,0.21615875,0.29848492
0.150601419,0.190575485,0.14830178,0.1433836
-0.061798322,-0.007362197,-0.01062727,-0.016465075
-0.2864483,-0.169480649,-0.19245994,-0.15947212
-0.408115175,-0.246087885,-0.30603328,-0.20918107
-0.353420589,-0.213492994,-0.28099906,-0.16198151
-0.131028096,-0.082755431,-0.12387415,-0.036966987
0.167295967,0.102667092,0.100240655,0.11572476
0.406686349,0.279814267,0.29058707,0.25006312
0.471680323,0.385933461,0.35970986,0.31667072
0.321057232,0.3790348,0.25202504,0.28537142
0.008166545,0.252634557,0.02046547,0.16010945
-0.343379174,0.039327007,-0.24269995,-0.00484208
-0.5969102,-0.198910245,-0.44217694,-0.18048754
-0.664996267,-0.391262236,-0.5108442,-0.30860242
-0.546774561,-0.482754921,-0.43325937,-0.36330235
-0.322890878,-0.454030452,-0.26567632,-0.32551727
-0.111747472,-0.328206754,-0.109575845,-0.21659864
-0.009699692,-0.161305257,-0.033216543,-0.09173167
-0.045188924,-0.019260053,-0.06527109,-0.0015050918
-0.169055414,0.049552462,-0.14816087,0.038232416
-0.284599357,0.034755858,-0.22657582,0.022785097
-0.300943167,-0.031789854,-0.23273844,-0.02494046
-0.181976541,-0.090496802,-0.13785061,-0.05595205
0.033893319,-0.081586362,0.01821421,-0.039903633
0.252633867,0.026229699,0.18247533,0.044908315
0.371879546,0.218874362,0.2620808,0.18156423
0.332357738,0.43994767,0.23700863,0.34093666
0.147716644,0.613008216,0.106616594,0.45659566
-0.10152323,0.673618399,-0.07354068,0.49614727
-0.305965183,0.596997407,-0.22068787,0.44764495
-0.377752212,0.408883797,-0.26293436,0.31558973
-0.288595853,0.174729632,-0.18026245,0.14488296
-0.07786768,-0.02781315,-0.020169646,0.0075624883
0.171197082,-0.14061007,0.14668885,-0.08379018
0.373406388,-0.146781738,0.30202913,-0.08534113
0.479889937,-0.073236927,0.3693433,-0.039305493
0.494393244,0.026050491,0.37619418,0.020458117
0.461598814,0.097134694,0.35005578,0.06624253
0.436040794,0.110268268,0.3345931,0.074755415
0.449386804,0.070006119,0.35266313,0.045660958
0.493352196,0.007573466,0.39447406,-0.0008357242
0.526161858,-0.03921831,0.42308295,-0.038306363
0.497658867,-0.047299188,0.3963513,-0.050426066
0.37872094,-0.019699134,0.29449007,-0.037236944
0.179258937,0.018522584,0.13553017,-0.014541283
-0.054065101,0.036834203,-0.050064817,0.007165052
-0.258265646,0.01869359,-0.20055294,-0.015559427
-0.3813519,-0.027093276,-0.29664794,-0.04129768
-0.402662905,-0.069651114,-0.31391618,-0.057353515
-0.337109923,-0.072506307,-0.26429954,-0.04825423
-0.223268729,-0.014554768,-0.18053451,0.0045590624
-0.103447811,0.095839991,-0.09418156,0.09231305
-0.006866227,0.221624852,-0.021044739,0.18456201
0.056259318,0.313035678,0.029959314,0.25977784
0.089174443,0.331088915,0.06422414,0.26871067
0.097775775,0.266751601,0.08425024,0.21350978
0.083037197,0.145885283,0.084924,0.114731595
0.04200613,0.017134371,0.059745118,0.014425501
-0.023782818,-0.071453615,0.003959179,-0.06420393
-0.099294142,-0.095542975,-0.06765736,-0.093978144
-0.154430882,-0.065896887,-0.12354309,-0.06386882
-0.153836246,-0.02242018,-0.12755123,-0.017685361
-0.074747094,-0.013878317,-0.06627535,0.0027389526
0.076427759,-0.073360917,0.051226623,-0.03809777
0.259144551,-0.20150042,0.21313187,-0.12877513
0.410642852,-0.365420182,0.33553636,-0.26237994
0.471240428,-0.51353368,0.3809761,-0.40163708
0.411708726,-0.598669612,0.32055175,-0.4959898
0.249061756,-0.598337902,0.17934284,-0.5131986
0.041856829,-0.522906371,0.012285337,-0.45404404
-0.134077452,-0.408760255,-0.12650096,-0.35172778
-0.218627928,-0.300787065,-0.19449058,-0.2486524
-0.19339732,-0.233112268,-0.17111969,-0.17731631
-0.088014492,-0.21686704,-0.08089136,-0.1496042
0.03639549,-0.23941715,0.023054194,-0.16325475
0.118368078,-0.273544524,0.091761805,-0.1935542
0.126301024,-0.2907335,0.09559154,-0.21470533
0.072594905,-0.271976831,0.05151407,-0.21107581
0.004797275,-0.212230735,-0.0039952174,-0.17197469
-0.021443878,-0.118789505,-0.030271053,-0.099240184
0.026490993,-0.00683853,-0.001609616,0.0022484735
0.139162159,0.104304979,0.091587126,0.085390046
0.268074279,0.192957337,0.19038719,0.1639265
0.349294036,0.236329368,0.26277682,0.19593026
0.335639929,0.213980742,0.26325879,0.16875602
0.220989973,0.114730704,0.18553212,0.079533055
0.044313174,-0.054976299,0.06620259,-0.05955945
-0.128554651,-0.266102064,-0.06725047,-0.2359694
-0.235999852,-0.470445598,-0.167393,-0.38658196
-0.248744043,-0.614120908,-0.18714803,-0.4907052
-0.180914435,-0.657260842,-0.15099964,-0.51340735
-0.079022962,-0.59154466,-0.082715474,-0.45336664
0.004672445,-0.446411515,-0.023607388,-0.3338568
0.039950911,-0.279053416,0.002867937,-0.2014379
0.032766832,-0.150867702,0.002062343,-0.10402119
0.018451091,-0.100262289,-0.0001624003,-0.067651875
0.038019902,-0.124595228,0.023474153,-0.08565309
0.110816832,-0.180608191,0.08520277,-0.12724876
0.218861034,-0.204228683,0.16875315,-0.1467595
0.312194578,-0.14111705,0.23381183,-0.103700936
0.333349973,0.026326051,0.23991361,0.016877994
0.248644423,0.268497362,0.16271514,0.19228505
0.069865058,0.51985242,0.026864816,0.37954837
-0.145672059,0.706513984,-0.12118108,0.5247859
-0.317890981,0.776912878,-0.23159993,0.5953977
-0.379069836,0.720913266,-0.26627707,0.5753291
-0.304301916,0.568988416,-0.20195866,0.4653954
-0.122377661,0.373280808,-0.05750554,0.3134424
0.098179076,0.18142314,0.11210304,0.16839622
0.280856316,0.017096613,0.24739191,0.036622405
0.374916763,-0.123076872,0.3207664,-0.0794435
0.374771397,-0.25609823,0.3164972,-0.19487959
0.316229162,-0.391641712,0.26407966,-0.3149353
0.252836731,-0.516680909,0.20584649,-0.42395556
0.225525104,-0.595462446,0.17227748,-0.48830283
0.241680498,-0.585768058,0.17288777,-0.47529423
0.274158626,-0.462952098,0.18797728,-0.37085217
0.279746011,-0.238413799,0.18298239,-0.18893485
0.226063234,0.038320239,0.13868722,0.02458772
0.111527073,0.296186075,0.046706926,0.20687933
-0.032927746,0.470202443,-0.05012025,0.34819382
-0.161343464,0.526588195,-0.13437629,0.39393008
-0.239481348,0.473199068,-0.17737162,0.3589455
-0.265297703,0.350931416,-0.1829609,0.2696002
-0.270685243,0.211710941,-0.18097612,0.16440664
-0.302212536,0.095320715,-0.20890856,0.07397826
-0.390567827,0.017042427,-0.2872515,0.010476463
-0.525622692,-0.02880317,-0.4060179,-0.023985215
-0.652278791,-0.053804837,-0.51896805,-0.03467921
-0.692026236,-0.059881912,-0.5596722,-0.02899681
-0.581490486,-0.034068134,-0.47236663,-0.0028010681
-0.309297877,0.042197705,-0.2551693,0.06673834
0.068173206,0.174618921,0.028744087,0.18513371
0.442277945,0.340395869,0.32765713,0.31836784
0.693891633,0.487012221,0.5582827,0.4107281
0.743217627,0.54956243,0.6359721,0.4265849
0.58454275,0.480016536,0.49797347,0.34957546
0.289298987,0.273923763,0.24970302,0.17414124
-0.02448885,-0.020292224,0.039447844,-0.044471025
-0.24243991,-0.316387046,-0.13940328,-0.28434825
-0.30063372,-0.524349466,-0.21154863,-0.42834067
-0.207909444,-0.587910176,-0.16273281,-0.45514244
-0.034671236,-0.507454783,-0.043954015,-0.37451112
0.124646364,-0.337097485,0.06936108,-0.23502237
0.196180502,-0.157446135,0.12421443,-0.09994167
0.156803564,-0.037719146,0.099278316,-0.019126333
0.036774268,-0.005994597,0.019528609,-0.008701257
-0.103719368,-0.041790283,-0.07593658,-0.047786295
-0.209750831,-0.093345816,-0.16262445,-0.08791757
-0.259295657,-0.109203187,-0.19861966,-0.09910461
-0.269382066,-0.066717054,-0.21527874,-0.05828237
-0.27920817,0.017451234,-0.2287662,0.011470512
-0.321326161,0.099495157,-0.26270172,0.07747543
-0.39813221,0.135453069,-0.31986496,0.10774112
-0.477401662,0.107367567,-0.37701446,0.08913624
-0.509569281,0.033911692,-0.39678693,0.03591521
-0.457010251,-0.040191693,-0.35129654,-0.017896496
-0.318573052,-0.069660393,-0.24326271,-0.034698866
-0.13491144,-0.034509697,-0.108467914,0.0020904094
0.029439901,0.048283858,0.01676856,0.06486881
0.118421641,0.133772599,0.08486383,0.1291167
0.114073219,0.173549809,0.083259486,0.1451043
0.047100232,0.142070533,0.041406035,0.10559937
-0.01817581,0.050245587,-0.003304623,0.02374816
-0.017446726,-0.060931575,0.0004689768,-0.04986772
0.078619686,-0.142742638,0.06409622,-0.10124146
0.246601189,-0.164301576,0.19431815,-0.1157206
0.419708865,-0.12706321,0.3243004,-0.083522975
0.520300825,-0.060643008,0.40005705,-0.041219622
0.499263348,-0.003139055,0.38183296,-0.009491399
0.362033541,0.02202115,0.2731457,-0.0022968277
0.167524486,0.018907531,0.1257062,-0.012000293
-7.79e-05,0.014062741,-0.0096246,-0.023327827
-0.072767042,0.036800185,-0.063083656,-0.0005002618
-0.032600842,0.096912456,-0.037548408,0.06424311
0.079159145,0.17376485,0.048576616,0.14516784
0.182444049,0.224364166,0.13088875,0.19163768
0.198278616,0.206867704,0.15569344,0.16967879
0.08842529,0.106495899,0.08681473,0.07639216
-0.124748432,-0.051463403,-0.07004424,-0.059720468
-0.367726239,-0.210314391,-0.2647439,-0.19424048
-0.549626239,-0.309059748,-0.42407742,-0.25952655
-0.603570085,-0.313983769,-0.4857524,-0.24511299
-0.515735917,-0.23738346,-0.426297,-0.1720098
-0.328918197,-0.132367471,-0.28016925,-0.07871215
-0.120318222,-0.065379974,-0.11465623,-0.014871359
0.034311166,-0.080475808,0.017994933,-0.032773882
0.09228921,-0.174498759,0.080074176,-0.106124915
0.056924231,-0.297120238,0.054539494,-0.21204987
-0.032433894,-0.376700569,-0.01658547,-0.2953984
-0.125757462,-0.359000394,-0.09908489,-0.29352832
-0.188733136,-0.238429731,-0.16118479,-0.20101877
-0.216726741,-0.064887848,-0.19408932,-0.0635216
-0.23061591,0.078281564,-0.20277077,0.05690527
-0.258836442,0.114635407,-0.21135503,0.091726005
-0.316914776,0.013008826,-0.24031118,0.012344867
-0.396139366,-0.195505669,-0.28858492,-0.15274344
-0.467129585,-0.430495086,-0.3458883,-0.33703938
-0.495494072,-0.598383964,-0.38594317,-0.46761996
-0.460336432,-0.633606159,-0.37745568,-0.49086177
-0.365410423,-0.524701571,-0.314435,-0.3970133
-0.237400458,-0.313728789,-0.22175628,-0.22198904
-0.11315989,-0.071458162,-0.13245142,-0.031924523
-0.023528599,0.137122724,-0.057885535,0.11521274
0.017549135,0.278686527,-0.008004211,0.23051874
0.013773349,0.356670563,-0.0028906018,0.28383523
-0.021419475,0.395735847,-0.020556584,0.30538666
-0.07505252,0.417139619,-0.054898135,0.31727612
-0.140097106,0.420881563,-0.10087039,0.31905204
-0.213102855,0.385524237,-0.15290034,0.2926262
-0.28662737,0.285463666,-0.20277119,0.21763788
-0.343181498,0.114629709,-0.23901209,0.08923069
-0.357025555,-0.098667126,-0.24503115,-0.07186742
-0.305319901,-0.296310309,-0.20561564,-0.21758111
-0.183616318,-0.413900958,-0.12268748,-0.30155945
-0.016478182,-0.41162773,-0.0114264265,-0.29272294
0.144957769,-0.295974627,0.09688928,-0.20130366
0.240414627,-0.119945364,0.1635317,-0.071110114
0.2264702,0.039414291,0.15321428,0.03739871
0.09882722,0.11541252,0.062554024,0.07800019
-0.101149336,0.080874696,-0.07437817,0.046798512
-0.300760269,-0.042349281,-0.2229203,-0.056909647
-0.425992016,-0.197628589,-0.3182685,-0.17159984
-0.433611121,-0.323315108,-0.32889146,-0.25422335
-0.329785207,-0.382094125,-0.25468516,-0.285016
-0.16570553,-0.374940382,-0.1337196,-0.26632336
-0.011939627,-0.333585748,-0.018798187,-0.22906475
0.075917753,-0.297233347,0.050021857,-0.20454015
0.082994593,-0.287537045,0.058009014,-0.20510048
0.039086904,-0.296190467,0.026853986,-0.2230416
-0.001299569,-0.291860524,-0.005329855,-0.22719246
0.007633605,-0.242023109,-0.0045216605,-0.18618566
0.073989891,-0.136754227,0.037416365,-0.09737725
0.159753159,-0.000364842,0.10445739,0.009185106
0.198687602,0.116494423,0.13685016,0.09086563
0.132453488,0.160774342,0.093738765,0.12105036
-0.053397893,0.10454476,-0.035625674,0.06347284
-0.312964358,-0.038590906,-0.22879052,-0.057251085
-0.553454363,-0.217144351,-0.41906416,-0.19520025
-0.674069711,-0.363918558,-0.52644867,-0.29096037
-0.612493522,-0.425585171,-0.49270272,-0.32135588
-0.376314713,-0.384941191,-0.31192753,-0.2720579
-0.04313564,-0.265291427,-0.06375218,-0.15776986
0.272043378,-0.115911454,0.19296187,-0.046647668
0.467487737,0.012809253,0.34940293,0.0466927
0.499479016,0.091269898,0.3769213,0.086027086
0.399526993,0.118896256,0.30300486,0.08681245
0.255499953,0.116102697,0.19487739,0.073237285
0.165693849,0.106378143,0.12948328,0.066210076
0.188283371,0.099872363,0.14786963,0.07243219
0.31115711,0.088229999,0.24402848,0.07468639
0.457391121,0.053320727,0.3650137,0.052345365
0.524189567,-0.0159315,0.42486182,-0.007899374
0.436505918,-0.1094232,0.35496113,-0.09648051
0.188948334,-0.194005938,0.15929249,-0.17721131
-0.145177246,-0.22660533,-0.09840136,-0.22756669
-0.4431465,-0.176385493,-0.35534468,-0.18101874
-0.587313753,-0.044300102,-0.48665267,-0.0505226
-0.519296026,0.131184123,-0.43921256,0.110863805
-0.268101103,0.286850946,-0.23546109,0.25402296
0.061383049,0.361277281,0.030309152,0.3306926
0.334423742,0.323076883,0.26421535,0.299654
0.445644513,0.187223333,0.3681513,0.16967686
0.364005249,0.01101112,0.31153965,0.007296711
0.143163045,-0.129345088,0.1375007,-0.11808234
-0.106666453,-0.17133118,-0.065599196,-0.17423995
-0.271191617,-0.093375947,-0.21760735,-0.10706338
-0.283774806,0.075563077,-0.24130309,0.047875598
-0.152515453,0.268393996,-0.14753178,0.2183357
0.048748389,0.408741533,0.015161656,0.3486126
0.219506094,0.443500759,0.16532257,0.37822008
0.281754408,0.364907596,0.23112574,0.30137628
0.215466292,0.21277751,0.19258882,0.16492976
0.064215464,0.056350417,0.08407746,0.028021112
-0.090071397,-0.036035682,-0.048880644,-0.05260134
-0.169346273,-0.026219182,-0.12115472,-0.038846843
-0.137271759,0.078001524,-0.11303685,0.059009388
-0.014531563,0.226977742,-0.032369763,0.18492626
0.134550858,0.351041341,0.08564775,0.29892576
0.235875562,0.390441977,0.17552584,0.32562888
0.242097345,0.320545252,0.19728822,0.2586894
0.153720553,0.161683963,0.14451247,0.121573046
0.015379303,-0.030266185,0.051373895,-0.034156017
-0.109134759,-0.188245058,-0.057737015,-0.17371738
-0.169103662,-0.262595111,-0.12395326,-0.21858275
-0.14962602,-0.241419714,-0.1155018,-0.19001192
-0.074086641,-0.153899394,-0.06864085,-0.10995431
0.013234718,-0.055277693,-0.0063835606,-0.027267143
0.073625828,-0.000400288,0.04484631,0.016101122
0.094537752,-0.017894989,0.06994461,-0.00417573
0.093410924,-0.096901815,0.08056907,-0.06871724
0.103606248,-0.192629873,0.090629235,-0.14530323
0.151385966,-0.248354282,0.12254135,-0.18955907
0.237745847,-0.223699636,0.18068331,-0.16934615
0.335935127,-0.115857359,0.24911642,-0.0862056
0.406390255,0.036587201,0.29842085,0.028216034
0.420607841,0.169531772,0.30846757,0.12770465
0.379898795,0.221947104,0.28385356,0.16593571
0.317260391,0.164027601,0.24725935,0.119038776
0.279765088,0.011774598,0.23113847,-0.0009493232
0.30005725,-0.178813891,0.25826123,-0.1455977
0.372623148,-0.335185996,0.3151519,-0.26196408
0.449286369,-0.398336967,0.3637427,-0.314902
0.459020136,-0.345768668,0.355688,-0.28211945
0.344218614,-0.197400076,0.24911323,-0.17409094
0.095771442,-0.003073712,0.04984561,-0.029646754
-0.231912653,0.180883344,-0.19240293,0.11040501
-0.536161493,0.313969542,-0.43650782,0.22001757
-0.707188782,0.382386901,-0.5697181,0.29478276
-0.67729019,0.395122753,-0.5433267,0.33534628
-0.454849178,0.370039513,-0.3524101,0.3257888
-0.12575495,0.319680504,-0.090612315,0.2923196
0.180443779,0.245558713,0.15473354,0.23887585
0.345591913,0.143662673,0.28916863,0.14767568
0.314493781,0.016439421,0.26905793,0.023290247
0.119121639,-0.117928825,0.118203074,-0.10038012
-0.136204838,-0.22682364,-0.08298438,-0.21149874
-0.322370724,-0.276496283,-0.24735343,-0.24541606
-0.344186764,-0.250956154,-0.2745966,-0.20526677
-0.183424072,-0.165453083,-0.15872177,-0.11288081
0.093460734,-0.065281628,0.04561627,-0.02022747
0.366181475,-0.008082621,0.2773288,0.030804798
0.515573067,-0.037056608,0.40044275,-0.004653737
0.477301563,-0.158329751,0.38190022,-0.120640814
0.270014375,-0.334587338,0.22638115,-0.28038692
-0.014207614,-0.499245031,0.0074627586,-0.43632853
-0.251800207,-0.58489413,-0.19705689,-0.50600374
-0.342292815,-0.552229719,-0.28474495,-0.4555055
-0.250785974,-0.405352119,-0.22385338,-0.31051868
-0.02008964,-0.186519941,-0.05777145,-0.11412976
0.251270234,0.045748698,0.1631092,0.06607276
0.453566407,0.242835353,0.3226699,0.21038379
0.512029767,0.382578353,0.3883515,0.30872113
0.414509668,0.468670134,0.3246188,0.35533327
0.210232107,0.515726735,0.16798502,0.37497336
-0.017085576,0.531255423,-0.0056536943,0.38138247
-0.187461648,0.50716599,-0.13385335,0.37092
-0.256326709,0.426986489,-0.18144262,0.32195753
-0.226613723,0.284344963,-0.14860922,0.22201915
-0.138510318,0.099992561,-0.07431843,0.08831775
-0.044560443,-0.075992683,-0.0032844022,-0.041752495
0.016466222,-0.182179864,0.038944848,-0.12788574
0.034676044,-0.176869384,0.032952018,-0.12990604
0.02762583,-0.065609222,0.0075097196,-0.04111123
0.025429658,0.092164943,-0.010262661,0.06460069
0.051542822,0.204970549,0.01419685,0.16062109
0.109342169,0.19179787,0.07464699,0.1602333
0.18058675,0.024778314,0.14941618,0.030502662
0.235304995,-0.251003713,0.22197658,-0.18740807
0.247064699,-0.533425073,0.22962204,-0.41816872
0.205557528,-0.709680392,0.16984701,-0.5789253
0.120569462,-0.711064597,0.07861289,-0.5929534
0.01621784,-0.548171406,-0.01689358,-0.45880306
-0.080818159,-0.307231178,-0.09695902,-0.25478378
-0.15282455,-0.107899757,-0.15380189,-0.09641133
-0.196859467,-0.043215548,-0.17640638,-0.03658612
-0.222692979,-0.132661296,-0.17407599,-0.09913875
-0.244738913,-0.313318701,-0.17404506,-0.24080324
-0.272533736,-0.474532647,-0.1993618,-0.3726623
-0.304580022,-0.518356763,-0.24028763,-0.41040987
-0.328362751,-0.413713404,-0.27445,-0.327506
-0.326259232,-0.214728975,-0.28531638,-0.1688174
-0.284417772,-0.032298042,-0.2536497,-0.020163119
-0.200574204,0.026950703,-0.1743533,0.038004696
-0.087463719,-0.078142237,-0.065868475,-0.03385298
0.029574008,-0.295605223,0.040613003,-0.20619124
0.11994567,-0.502978485,0.11668501,-0.37976253
0.157553385,-0.570394596,0.120775566,-0.44290125
0.12968765,-0.431934336,0.079456605,-0.34435445
0.042153977,-0.127242438,-0.0025838837,-0.106077105
-0.081141772,0.210380505,-0.110190086,0.13937847
-0.204339712,0.415849353,-0.19223136,0.31277305
-0.290002726,0.374221494,-0.2303921,0.28345162
-0.310786376,0.081316748,-0.20670739,0.065742046
-0.25869823,-0.348579091,-0.14424527,-0.2565719
-0.148546744,-0.733274718,-0.08066831,-0.5617347
-0.013741012,-0.907449627,-0.02198489,-0.7084965
0.104836719,-0.800176321,0.0446228,-0.6290502
0.173396149,-0.467233363,0.08389509,-0.36161286
0.177909764,-0.062861499,0.08530086,-0.035237208
0.129646389,0.234329752,0.04893931,0.18013866
0.06067773,0.304419383,0.024446547,0.23786096
0.010416472,0.138045037,0.017892472,0.10302709
0.008239513,-0.166286008,0.042465586,-0.121547654
0.059468708,-0.455116823,0.08134091,-0.35651174
0.141177236,-0.594626405,0.119873464,-0.4690572
0.210482997,-0.529592141,0.15102941,-0.41596007
0.222621083,-0.29981324,0.1417056,-0.23449212
0.151481336,-0.010167045,0.079662,-0.009303562
0.00363938,0.226292612,-0.03537716,0.15339161
-0.180811963,0.341288654,-0.15755102,0.2479619
-0.341884433,0.33468931,-0.2721392,0.24099211
-0.422716284,0.260609845,-0.32349384,0.19324638
-0.392590832,0.188725696,-0.29314533,0.14880683
-0.260205209,0.164761543,-0.1908834,0.14104806
-0.071393709,0.191530439,-0.054013506,0.16747351
0.107921846,0.237884105,0.08379796,0.2131659
0.216505784,0.266240953,0.16702272,0.23286738
0.220081283,0.259591676,0.17587471,0.2121997
0.122200325,0.231096384,0.10511069,0.17235185
-0.04003641,0.211479913,-0.020518802,0.13972168
-0.21258594,0.223710199,-0.15715131,0.14767186
-0.345592922,0.262301685,-0.2704511,0.18615095
-0.41002876,0.291520396,-0.32391843,0.22421281
-0.40371143,0.264870345,-0.311635,0.21592207
-0.345945454,0.154797555,-0.2522232,0.13662557
-0.265158303,-0.025337133,-0.17828652,3.0986965e-05
-0.186375937,-0.221133707,-0.1124674,-0.14916712
-0.124209097,-0.360627461,-0.06929637,-0.26352602
-0.083146505,-0.389409024,-0.05612208,-0.2905171
-0.062648276,-0.29838636,-0.05821108,-0.22059727
-0.062182786,-0.1289208,-0.07066544,-0.09483222
-0.08215834,0.047514818,-0.092860974,0.040579423
-0.120059789,0.164010375,-0.1142016,0.12385121
-0.164932867,0.188470474,-0.1350654,0.14257075
-0.19527482,0.133712626,-0.14763245,0.10011017
-0.184040242,0.043439924,-0.13216752,0.034565985
-0.11037315,-0.036268885,-0.074767075,-0.017294489
0.026969525,-0.082682745,0.025122233,-0.046960004
0.201984355,-0.104700325,0.15739055,-0.059246536
0.365528763,-0.130120193,0.28398326,-0.07943733
0.461896781,-0.181180014,0.36375523,-0.12911232
0.452058379,-0.254598794,0.3577453,-0.20229805
0.333297749,-0.319305666,0.26152405,-0.2685247
0.145241721,-0.333866671,0.11197992,-0.28993744
-0.042336452,-0.273094972,-0.037828997,-0.24658729
-0.156239803,-0.147098592,-0.13942924,-0.14345278
-0.150094093,-4.07e-05,-0.14238015,-0.0077148527
-0.024559956,0.112015639,-0.04727894,0.091477185
0.172227095,0.151776369,0.116966054,0.14541878
0.364986817,0.121490935,0.2788325,0.11799243
0.483723398,0.06044414,0.38781303,0.05855672
0.493644209,0.019336378,0.39839002,0.013432786
0.408786699,0.026046042,0.32422152,0.0057286695
0.282997021,0.063714535,0.2191611,0.028484136
0.182518456,0.076253657,0.1413974,0.040023282
0.15319007,0.000903398,0.12552771,-0.01161705
0.197868963,-0.189099459,0.17538151,-0.14827625
0.274837727,-0.456613686,0.24632478,-0.3506946
0.3179353,-0.706295736,0.2653158,-0.5641824
0.268786904,-0.825208229,0.19837967,-0.68422204
0.105815439,-0.739765679,0.05086202,-0.6349433
-0.143591409,-0.459392078,-0.15009964,-0.40870804
-0.413216242,-0.081850647,-0.37409842,-0.100193486
-0.625322309,0.246086411,-0.54848015,0.18580069
-0.722176635,0.395562433,-0.60314643,0.33730066
-0.687435493,0.317479455,-0.5506621,0.2934727
-0.5485307,0.067553826,-0.40456748,0.09197204
-0.360594078,-0.219406497,-0.2400218,-0.13713972
-0.18098956,-0.394360366,-0.10834835,-0.27311534
-0.047061405,-0.366141426,-0.027621716,-0.25669995
0.033169099,-0.144817778,0.0038995296,-0.08812269
0.075029198,0.165289814,0.013658717,0.13300474
0.101465529,0.41895755,0.0395641,0.3343299
0.127327299,0.502343363,0.08399659,0.40190655
0.152141489,0.38759672,0.12812312,0.31184822
0.164157143,0.14292471,0.1608999,0.11833365
0.151728144,-0.105408791,0.15803988,-0.08358172
0.114149915,-0.238095123,0.11622149,-0.18869013
0.064911183,-0.200738924,0.05319792,-0.16206434
0.025244446,-0.025720729,0.0044365004,-0.023147464
0.011868537,0.191191634,-0.027008794,0.13982303
0.02640136,0.344797312,-0.0074849725,0.2728215
0.053040725,0.375161917,0.030774679,0.29856342
0.066327204,0.294451428,0.059808068,0.23278005
0.044918335,0.173541233,0.05594238,0.13003156
-0.016262938,0.098071199,0.006025564,0.058533624
-0.102321729,0.11942792,-0.06947083,0.07209812
-0.185200196,0.227527252,-0.14706105,0.15975241
-0.237144066,0.35912197,-0.19769451,0.27369732
-0.243275168,0.435395104,-0.19852337,0.34611702
-0.20640395,0.4069176,-0.15529987,0.33041376
-0.141883139,0.280975352,-0.08919377,0.23172472
-0.06622106,0.116940164,-0.023678504,0.099678844
0.013158416,-0.006621425,0.0461537,0.00027130544
0.100427107,-0.034173304,0.073929645,-0.011594996
0.204438108,0.038422417,0.15707669,0.04057306
0.326802236,0.164042779,0.2456091,0.1375463
0.453010973,0.27149806,0.34445533,0.22485577
0.553444532,0.303835656,0.43772018,0.24578662
0.59545176,0.246744018,0.48533976,0.19120769
0.560726724,0.132681928,0.4627437,0.09148954
0.458067383,0.020391508,0.3783505,-0.0047684684
0.323042932,-0.037271415,0.26422596,-0.054090362
0.202783708,-0.019015568,0.16142498,-0.03883396
0.132591926,0.058705271,0.10075483,0.027695134
0.116570449,0.156049224,0.08095794,0.109588
0.123530973,0.23418874,0.08528555,0.1829982
0.102030628,0.274717101,0.07298644,0.21532463
0.008131104,0.283583505,0.0076376535,0.21006931
-0.168111018,0.279460798,-0.122697406,0.19545846
-0.391908438,0.276084651,-0.3013336,0.19334336
-0.595858921,0.271184046,-0.46914232,0.20374839
-0.710243671,0.249529154,-0.5645297,0.20805337
-0.696821149,0.197781046,-0.55401045,0.1813349
-0.568690923,0.120540219,-0.44159782,0.122444496
-0.385224442,0.045562888,-0.2874938,0.06352338
-0.223662097,0.012607456,-0.16299725,0.03935027
-0.141299849,0.05092267,-0.10516807,0.06367475
-0.147633701,0.158489851,-0.11729365,0.13187519
